时段,城市,站点id,站点名称,全职满编率,全职分拣员满编率,全职理货员满编率,全职水产员满编率
20250917,广州,10000089,小象超市-大石站-GZ0046,NULL,NULL,NULL,NULL
20250917,南京,10001302,小象超市-建邺梧桐站-NJ0039,NULL,NULL,NULL,NULL
20250917,北京,92,小象超市-首经贸站-BJ0023,NULL,NULL,NULL,NULL
20250917,武汉,220,小象超市-远洋心里自提点-WH0034,NULL,NULL,NULL,NULL
20250916,广州,10000043,小象超市-同和站-GZ0034,NULL,NULL,NULL,NULL
W38,北京,122,小象超市-五里仓站-BJ0038,NULL,NULL,NULL,NULL
W38,南京,10001066,小象超市-鼓楼马台街站（流标）-NJ0013,NULL,NULL,NULL,NULL
W38,北京,69,小象超市-姚家园站-BJ0010,NULL,NULL,NULL,NULL
W38,北京,292,小象超市-生物医药基地站-BJ0079,NULL,NULL,NULL,NULL
W38,深圳,10000071,小象超市-荔湾站-SZ0088,NULL,NULL,NULL,NULL
W38,上海,10000606,小象超市-国定路站-SH0147,NULL,NULL,NULL,NULL
W38,北京,120,小象超市-良乡站-BJ0036,NULL,NULL,NULL,NULL
20250917,武汉,10000600,小象超市-宋家岗站-WH0105,1.4333333333,1.4117647059,1.25,1.6666666667
20250917,苏州,10000772,小象超市-虎池站-SUZ024,1.12,1.1538461538,1,1.5
20250917,广州,10000470,小象超市-岗顶站-GZ0103,1.0238095238,1.0454545455,1,1
20250917,天津,10001260,小象超市-华苑站-TJ0017,0.7741935484,0.8,0.9090909091,0.3333333333
20250917,昆山,10000870,小象超市-白塘站-KS0900,1.0967741935,1.2,1.1,0.75
20250917,北京,10000831,小象超市-玲珑站-BJ0277,0.8108108108,0.85,0.7272727273,1
20250917,苏州,10000968,小象超市-瑞景站-WX0007,0.9714285714,1,1,1
20250917,南京,10001149,小象超市-浦口凤凰站-NJ0026,0.9142857143,0.8888888889,1,0.8
20250917,苏州,10000737,小象超市-兴吴站-SUZ015,1.0384615385,1.0714285714,1,1.5
20250917,北京,10001232,小象超市-旭景站-BJ0328,1.2058823529,1.1,1.2222222222,0.6666666667
20250917,广州,10000751,小象超市-花都北新站-GZ0153,1,1.1538461538,0.75,1
20250916-20250917,NULL,10000688,小象超市-石湖站-SUZ004,0.9565217391,0.9166666667,1.1666666667,1
20250916-20250917,NULL,10000781,小象超市-天河潭村站-GZ0159,0.9871794872,0.925,1.0909090909,1
20250916-20250917,NULL,10000544,小象超市-学清路站-BJ0233,1.0204081633,0.9655172414,1.1538461538,1
20250916-20250917,NULL,10000999,小象超市-聚才站-HZ0029,0.7830188679,0.7307692308,0.6388888889,1.1666666667
20250916-20250917,NULL,10000874,小象超市-福安站-SZ0261,0.9655172414,0.9375,1,1.25
20250916-20250917,NULL,10000956,小象超市-美新站-WX0005,0.9142857143,0.8888888889,0.9,1
20250916-20250917,NULL,10001239,小象超市-宏信站-NT0003,1,0.8571428571,1,1
20250916-20250917,NULL,10001095,小象超市-浦口江山站-NJ0020,1.0285714286,1.0588235294,1.15,0.9
20250916-20250917,NULL,10000339,小象超市-亚运城站-GZ0090,0.9,0.9666666667,0.5454545455,1.3333333333
20250916,长沙,10001127,小象超市-侯家塘站-CS0004,1.3695652174,1.0952380952,1.5625,1.6666666667
20250916,深圳,189,小象超市-东晓站-SZ0011,1.08,0.9285714286,1.2857142857,2
20250916,长沙,10001153,小象超市-桂花坪站-CS0012,1.2121212121,1.0666666667,1.0909090909,2.25
20250916,上海,10000705,小象超市-灵山路站-SH0160,0.85,0.8181818182,0.8,0.6666666667
20250916,北京,10000279,小象超市-莲花池东路站-BJ0170,0.8709677419,1.125,0.5,1
W38,深圳,10000046,小象超市-沙田站-SZ0077,NULL,NULL,NULL,NULL
W38,深圳,10000557,小象超市-鸿兴站-SZ0193,NULL,NULL,NULL,NULL
202509,上海,10000083,小象超市-田林东路站-SH0064,NULL,NULL,NULL,NULL
202509,广州,10000142,小象超市-三元里站-GZ0063,NULL,NULL,NULL,NULL
20250916-20250917,NULL,201,小象超市-劲松站-BJ0062,NULL,NULL,NULL,NULL
20250916-20250917,NULL,122,小象超市-五里仓站-BJ0038,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000885,小象超市-青剑站-SUZ040,NULL,NULL,NULL,NULL
20250916-20250917,NULL,123,小象超市-南期昌路站-SH0019,NULL,NULL,NULL,NULL
20250916-20250917,NULL,309,小象超市-曹杨路站-SH0052,NULL,NULL,NULL,NULL
20250916-20250917,NULL,118,小象超市-成山路站-SH0018,NULL,NULL,NULL,NULL
20250916-20250917,NULL,251,小象超市-公明站-SZ0028,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000074,小象超市-板桥站-GZ0040,NULL,NULL,NULL,NULL
20250916,北京,10000296,小象超市-长政南街站-BJ0175,1.1481481481,1.0625,1.1428571429,1.5
20250916,北京,10000154,小象超市-花家地站-BJ0137,0.8235294118,0.6666666667,1.2,0.5
20250916,苏州,10001002,小象超市-旺庄站-WX0011,0.9375,0.9411764706,1,1
20250916,北京,10000856,小象超市-新华西街站-BJ0285,0.8076923077,0.7142857143,1,0.5
20250916,上海,10000675,小象超市-金运路站-SH0158,1.0357142857,0.8,1.25,1.3333333333
20250916,天津,10001236,小象超市-志成站-TJ0016,0.9615384615,1.0833333333,0.8,1
W38,宁波,10001101,小象超市-西塘站-NB0005,1,1,1,1
W38,上海,10000890,小象超市-金海路站-SH0203,0.9756097561,0.9090909091,1.0833333333,1
W38,武汉,10000352,小象超市-香港路站-WH0074,1,1.1,0.8333333333,1
W38,深圳,10001098,小象超市-汇泰站-SZ0270,0.95,1.0454545455,0.8,1
W38,广州,10000789,小象超市-越秀江湾站-GZ0162,1.05,1.0476190476,1,1.2
W38,武汉,10000311,小象超市-中山路站-WH0066,1.1875,1.375,1,1
20250916,北京,10000560,小象超市-四惠东站（作废）-BJ0235,NULL,NULL,NULL,NULL
20250917,上海,63,小象超市-三泉路站（已闭站）-SH0007,NULL,NULL,NULL,NULL
20250916,深圳,10000128,小象超市-新联站-SZ0102,NULL,NULL,NULL,NULL
20250916,武汉,168,小象超市-新城璟悦城站-WH0029,NULL,NULL,NULL,NULL
20250916,武汉,170,小象超市-融侨锦城站-WH0031,NULL,NULL,NULL,NULL
20250917,嘉兴,10001446,小象超市-海州站-JX0012,NULL,NULL,NULL,NULL
20250917,东莞,257,小象超市-小象超市-豪园第一居站-DG0011,NULL,NULL,NULL,NULL
20250917,上海,10000536,小象超市-平凉路站-SH0133,NULL,NULL,NULL,NULL
20250916,广州,10000509,小象超市-花地湾站（废弃）-GZ0110,NULL,NULL,NULL,NULL
20250916,北京,124,小象超市-成寿寺站-BJ0039,NULL,NULL,NULL,NULL
20250916,广州,10000162,小象超市-金洲站-GZ0068,NULL,NULL,NULL,NULL
20250917,西安,10001413,小象超市-雁塔科创站-XA0004,NULL,NULL,NULL,NULL
20250917,北京,10000282,小象超市-管庄站-BJ0171,NULL,NULL,NULL,NULL
20250917,北京,10000302,小象超市-新华东街站-BJ0176,1.15,1.1818181818,1,1
20250917,南京,10001062,小象超市-玄武珠江站-NJ0010,1.0357142857,1,1.125,1
20250917,东莞,10001129,小象超市-寮步创益站-DG0033,0.8974358974,0.9473684211,0.6666666667,1.2
20250917,武汉,10000855,小象超市-北华街站-WH0131,1.4444444444,1.6315789474,1.4,1.25
W38,武汉,10000747,小象超市-后湖站-WH0120,1.0384615385,1,1,1.3333333333
W38,上海,10000547,小象超市-桃林路站-SH0135,1.08,1,1.3333333333,1
W38,深圳,198,小象超市-粤海站-SZ0013,NULL,NULL,NULL,NULL
W38,武汉,10000673,小象超市-阳新路站-WH0111,1,1,1,1
W38,深圳,10000427,小象超市-香蜜站-SZ0152,NULL,NULL,NULL,NULL
202509,北京,10000791,小象超市-天北站-BJ0267,1.3,1.3684210526,1.1428571429,1
202509,北京,10000909,小象超市-德外站-BJ0295,0.7826086957,0.6153846154,1,1
202509,武汉,10000247,小象超市-康福路站-WH0052,1.4761904762,1.25,1.5,2.5
202509,武汉,10000747,小象超市-后湖站-WH0120,1.0384615385,1,1,1.3333333333
20250916,北京,10000612,小象超市-惠新西街站-BJ0251,NULL,NULL,NULL,NULL
20250916,深圳,188,小象超市-蛇口站-SZ0002,NULL,NULL,NULL,NULL
W38,北京,11,小象生鲜-北京方庄店-BJ0002,NULL,NULL,NULL,NULL
W38,深圳,10000873,小象超市-雅宝站（流标）-SZ0260,NULL,NULL,NULL,NULL
W38,北京,302,小象超市-五道口站-BJ0083,NULL,NULL,NULL,NULL
202509,北京,1310,小象超市-鲁谷站-BJ0101,NULL,NULL,NULL,NULL
202509,深圳,10000033,小象超市-科苑站-SZ0073,NULL,NULL,NULL,NULL
202509,武汉,221,小象超市-妙三西北湖自提点-WH0035,NULL,NULL,NULL,NULL
202509,北京,10000310,小象超市-同济站-BJ0180,NULL,NULL,NULL,NULL
202509,武汉,10000687,小象超市-利济路站（流标）-WH0114,NULL,NULL,NULL,NULL
20250916-20250917,NULL,70,小象超市-峨山路站（已闭站）-SH0010,NULL,NULL,NULL,NULL
20250916-20250917,NULL,153,小象超市-孙王场站-BJ0055,NULL,NULL,NULL,NULL
20250916-20250917,NULL,114,小象超市-回龙观站-BJ0031,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10001451,小象超市-伦教新兴站-FS0031,NULL,NULL,NULL,NULL
20250916-20250917,NULL,65,小象超市-天通苑站-BJ0008,NULL,NULL,NULL,NULL
20250916-20250917,NULL,2,小象生鲜-北京博泰店-BJ0001,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10001363,小象超市-福州CDC虚拟门店-FZ0001,NULL,NULL,NULL,NULL
20250916-20250917,NULL,212,小象超市-酒仙桥站-BJ0065,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000687,小象超市-利济路站（流标）-WH0114,NULL,NULL,NULL,NULL
20250916,北京,248,小象超市-大井站-BJ0071,NULL,NULL,NULL,NULL
20250917,北京,110,小象超市-垡头站（已闭站）-BJ0029,NULL,NULL,NULL,NULL
20250917,东莞,279,小象超市-北大资源站-DG0014,NULL,NULL,NULL,NULL
20250917,武汉,99,小象超市-锦绣长江四期站-WH0005,NULL,NULL,NULL,NULL
20250916,上海,68,小象超市-张杨路站-SH0009,NULL,NULL,NULL,NULL
W38,广州,10000482,小象超市-天河智慧城站-GZ0109,NULL,NULL,NULL,NULL
20250917,苏州,10000930,小象超市-横塘站-SUZ049,1,0.9230769231,1,1.3333333333
20250917,上海,10000853,小象超市-高青路站-SH0193,0.9545454545,0.9090909091,1,1
20250917,上海,10001070,小象超市-联谊路站-SH0225,0.935483871,0.7647058824,1,1.3333333333
20250917,上海,10000550,小象超市-浦三路站-SH0138,0.8095238095,0.8181818182,0.8333333333,0.3333333333
202509,上海,10000719,小象超市-杜鹃路站-SH0163,1.0967741935,1.0625,1,1.25
202509,武汉,10000506,小象超市-国博站-WH0094,1.2631578947,1.2,1.3333333333,1.5
202509,合肥,10001365,小象超市-凤阳站-HF0005,0.0444444444,0,0.1428571429,0
20250916-20250917,NULL,10001062,小象超市-玄武珠江站-NJ0010,1.0357142857,1,1.125,1
20250916-20250917,NULL,10000843,小象超市-九龙站-SUZ033,0.8653846154,0.7307692308,1,0.6666666667
20250916-20250917,NULL,10000721,小象超市-沪闵路站-SH0164,1,1,1,0.5
20250916-20250917,NULL,10000948,小象超市-振华站-HZ0017,0.8048780488,0.7368421053,0.7857142857,1
20250916-20250917,NULL,10001219,小象超市-杨盛路站-SH0226,1.1142857143,1.1578947368,1.1111111111,1
20250916-20250917,NULL,10000238,小象超市-祈福新村站-GZ0073,0.9166666667,0.8421052632,1.1111111111,1
20250916-20250917,NULL,10001160,小象超市-云东站-JX0003,0.8717948718,0.6666666667,1.3333333333,0.6666666667
20250916-20250917,NULL,10001069,小象超市-锡梅站-WX0019,1.2291666667,1.1153846154,1.4285714286,1
20250916-20250917,NULL,10000658,小象超市-龙溪中路站-GZ0137,1.0857142857,1.1666666667,1,1
20250916-20250917,NULL,10000673,小象超市-阳新路站-WH0111,1,1,1,1
20250916-20250917,NULL,10000806,小象超市-绿科路站-SH0180,1.1,1.3181818182,0.5833333333,1.5
20250916,南通,10001222,小象超市-祥云站-NT0001,1.0689655172,0.9230769231,1.0909090909,1.3333333333
20250916,上海,10000914,小象超市-宝兴路站-SH0206,0.8076923077,0.8461538462,0.625,1.3333333333
20250916,深圳,10000559,小象超市-龙坪站-SZ0194,0.9189189189,0.8421052632,1,1
20250916,深圳,10001029,小象超市-清祥站-SZ0268,0.8333333333,0.5,1.1111111111,1.25
20250916,广州,10000876,小象超市-越秀惠福西站-GZ0178,1.1851851852,1.3214285714,1,1.1666666667
20250916,苏州,10000770,小象超市-嘉元站-SUZ022,0.8387096774,0.875,0.9,0.6666666667
20250916,北京,10000703,小象超市-高鑫站-BJ0256,1.0740740741,1.1875,1.1428571429,0.5
W38,宁波,10001086,小象超市-翠柏站-NB0003,0.9696969697,0.9333333333,0.9090909091,1
W38,北京,10001073,小象超市-文化街站-BJ0313,0.9677419355,1,1,0.6666666667
W38,广州,10000798,小象超市-黄埔云埔站-GZ0166,1.085106383,0.8695652174,1.3846153846,1
W38,深圳,327,小象超市-观澜站-SZ0057,0.9428571429,0.8947368421,1.125,1
W38,广州,10000709,小象超市-官洲北站-GZ0145,1.0416666667,1.0909090909,1,1
W38,广州,10000475,小象超市-东平站-GZ0105,1.0540540541,1.1111111111,1,1
W38,北京,10000613,小象超市-和义站-BJ0252,0.7804878049,0.7272727273,0.6923076923,1.3333333333
W38,广州,10000780,小象超市-越秀杨箕站-GZ0158,1,1.08,0.9375,0.8571428571
W38,深圳,10000208,小象超市-三路站-SZ0118,0.9574468085,0.8518518519,1.1666666667,1
W38,长沙,10001242,小象超市-观沙岭站-CS0019,1.2391304348,1.2380952381,1.25,1.3333333333
W38,上海,10000825,小象超市-乐秀路站-SH0189,1.0714285714,1.0666666667,1.125,1
202509,珠海,10001284,小象超市-香洲鞍莲站-ZH0002,1.2352941176,1.2727272727,1.1052631579,1.25
202509,广州,10001246,小象超市-增城荔城站-GZ0191,1.1034482759,0.9230769231,1,1.8
202509,广州,10000761,小象超市-白云三元里站-GZ0155,0.9047619048,1,0.8333333333,1
202509,北京,10000814,小象超市-月华站-BJ0273,1.0357142857,1,1,1
202509,苏州,10000954,小象超市-庆丰站-WX0003,0.9642857143,0.9285714286,1,1.25
202509,上海,10000618,小象超市-永盛路站-SH0151,1.0526315789,1.2222222222,1,0.6666666667
202509,中山,10001391,小象超市-西区富华站-ZS0003,0.575,0.65,0.5333333333,0.6666666667
202509,北京,10000474,小象超市-后沙峪站-BJ0221,1.0294117647,0.8048780488,1.1666666667,1.1666666667
202509,南京,10001081,小象超市-江宁东新站-NJ0017,1.0909090909,1,0.9090909091,1.5
202509,惠州,10001106,小象超市-龙盛站-HZ1003,0.7678571429,1.04,0.6,0.375
202509,深圳,10000641,小象超市-天安站-SZ0217,1.0681818182,1.12,0.9090909091,1.4
202509,北京,255,小象超市-红松园站-BJ0074,0.972972973,0.8636363636,1,1
202509,广州,10000027,小象超市-沙园站-GZ0031,1.1875,1.2666666667,1.2,1
202509,深圳,10000517,小象超市-高新站-SZ0185,1.1842105263,1.2,1,1.25
202509,广州,10001067,小象超市-番禺市莲站-GZ0184,1.2352941176,1,1.2,1.6666666667
202509,北京,10000332,小象超市-安宁庄路站-BJ0184,0.7647058824,0.65,1,0.6666666667
202509,杭州,10001143,小象超市-博览站-HZ0050,0.847826087,1.0416666667,0.5714285714,0.8
202509,深圳,10000022,小象超市-银湖站-SZ0069,0.9583333333,0.8461538462,1.1666666667,1
20250916-20250917,NULL,10001222,小象超市-祥云站-NT0001,1.1034482759,1,1.0909090909,1.3333333333
20250916-20250917,NULL,10000364,小象超市-白沙六路站-WH0076,1.1111111111,1,1.375,1
20250916-20250917,NULL,10000204,小象超市-小红门站-BJ0148,0.8787878788,0.6842105263,1.1111111111,1
20250917,佛山,10000927,小象超市-南海北村站-FS0013,1,1,1,1.2
20250917,惠州,10001106,小象超市-龙盛站-HZ1003,0.7678571429,1.04,0.6,0.375
20250917,杭州,10001143,小象超市-博览站-HZ0050,0.847826087,1.0416666667,0.5714285714,0.8
20250917,苏州,10000695,小象超市-春申站-SUZ010,1,1.05,0.9090909091,0.75
20250917,深圳,186,小象超市-南岭站（已闭站）-SZ0007,NULL,NULL,NULL,NULL
20250916,武汉,151,小象超市-惠誉红桥城站-WH0019,NULL,NULL,NULL,NULL
20250917,北京,10000232,小象超市-北关西路站-BJ0157,NULL,NULL,NULL,NULL
20250917,深圳,222,小象超市-民治云仓-SZ0022,NULL,NULL,NULL,NULL
20250916,北京,10000256,小象超市-顺通路站-BJ0164,NULL,NULL,NULL,NULL
20250916,深圳,181,小象超市-梅村站-SZ0017,NULL,NULL,NULL,NULL
20250917,深圳,282,小象超市-坪山站-SZ0040,NULL,NULL,NULL,NULL
20250917,武汉,281,小象超市-保利公园九里站-WH0043,NULL,NULL,NULL,NULL
W38,广州,10000710,小象超市-凤凰新村站-GZ0146,NULL,NULL,NULL,NULL
W38,上海,10001340,小象超市-上海企业团购站（虚拟站）-SH0238,NULL,NULL,NULL,NULL
W38,上海,176,小象超市-江浦路站-SH0024,NULL,NULL,NULL,NULL
W38,潍坊,10001157,小象超市-CDC虚拟门店-WF0003,NULL,NULL,NULL,NULL
W38,深圳,185,小象超市-南联站-SZ0010,NULL,NULL,NULL,NULL
W38,深圳,10000644,小象超市-东城站（流标）-SZ0219,NULL,NULL,NULL,NULL
W38,佛山,10000984,小象超市-优选虚拟站-FS0017,NULL,NULL,NULL,NULL
W38,深圳,10000621,小象超市-竹园站（流标）-SZ0206,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10001135,小象超市-雅宝路站-BJ0318,1.0625,0.8863636364,0.9166666667,1.3333333333
20250916-20250917,NULL,10000867,小象超市-狮山站-SUZ036,1,1.0833333333,0.875,0.5
20250916,北京,10000777,小象超市-七星园站-BJ0263,1.03125,1.1111111111,0.7777777778,1
20250916,广州,10000395,小象超市-黄埔萝岗站-GZ0097,1.0178571429,1,0.9444444444,1
20250916,北京,10000014,小象超市-杜家坎站-BJ0106,1.03125,1.1052631579,0.875,1
20250916,北京,10000464,小象超市-永外大街站-BJ0218,1.12,1.0714285714,1.2857142857,1
20250916,北京,10000514,小象超市-国展站-BJ0228,1.119047619,1.0869565217,0.8461538462,1.3333333333
20250916,天津,10001260,小象超市-华苑站-TJ0017,0.7741935484,0.7333333333,0.9090909091,0.6666666667
20250916,武汉,10001218,小象超市-康家站-WH0139,1.3076923077,1.2307692308,1.625,1
20250916,杭州,10001037,小象超市-文晖站-HZ0044,0.875,0.9,0.75,0.8
20250916,长沙,10001245,小象超市-杜花路站-CS0020,1.1764705882,1.2,1.0833333333,1.75
20250916,苏州,10000968,小象超市-瑞景站-WX0007,0.9142857143,0.9444444444,1,1
20250916,广州,10000667,小象超市-番禺城区大道站-GZ0140,1,0.8181818182,1.2857142857,1.25
20250916,南通,10001226,小象超市-七彩站-NT0002,1,1,1,1
20250916,杭州,10001033,小象超市-晨晖站-HZ0041,1.2352941176,1.2777777778,1.2,1
W38,武汉,10000577,小象超市-黄龙山站-WH0101,NULL,NULL,NULL,NULL
W38,武汉,10000444,小象超市-浅水湾站-WH0086,NULL,NULL,NULL,NULL
202509,广州,10001450,小象超市-白云鹤边站-GZ0200,NULL,NULL,NULL,NULL
202509,深圳,10000904,小象超市-燕川站（流标）-SZ0262,NULL,NULL,NULL,NULL
202509,武汉,10000554,小象超市-光谷站-WH0097,NULL,NULL,NULL,NULL
202509,广州,10000035,小象超市-员岗站-GZ0032,NULL,NULL,NULL,NULL
202509,深圳,10000582,小象超市-大运站-SZ0199,NULL,NULL,NULL,NULL
202509,北京,104,小象超市-运河东站-BJ0027,NULL,NULL,NULL,NULL
202509,深圳,313,小象超市-横岗站-SZ0054,NULL,NULL,NULL,NULL
202509,深圳,10000061,小象超市-华旺站-SZ0084,NULL,NULL,NULL,NULL
202509,广州,10000018,小象超市-东晓南站-GZ0027,NULL,NULL,NULL,NULL
20250916-20250917,NULL,103,小象超市-马甸站-BJ0026,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000942,小象超市-莞城盈锋站（已失效）-DG0016,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000060,小象超市-三联站-SZ0083,NULL,NULL,NULL,NULL
W38,长沙,10001126,小象超市-高桥北站-CS0003,1.0909090909,0.8,1.3636363636,1.5
W38,杭州,10000935,小象超市-联创站-HZ0014,0.9583333333,0.9130434783,0.8823529412,1.2
W38,苏州,10000772,小象超市-虎池站-SUZ024,1.12,1.1538461538,1,1.5
W38,长沙,10001170,小象超市-盛世路站-CS0014,1.0487804878,1.1666666667,0.8571428571,1.5
W38,天津,10001260,小象超市-华苑站-TJ0017,0.7741935484,0.8,0.9090909091,0.3333333333
W38,深圳,10001116,小象超市-深职站-SZ0275,1.0555555556,0.9473684211,1,1
W38,北京,10000362,小象超市-太平庄站-BJ0196,0.9655172414,0.875,0.875,1
W38,天津,10001076,小象超市-昆仑站-TJ0003,0.9375,0.9375,1,1
W38,杭州,10000901,小象超市-丁兰站-HZ0008,1.0769230769,1.2692307692,0.8571428571,1
202509,北京,105,小象超市-十里河站-BJ0028,1.03125,0.9444444444,1.1111111111,1
202509,长沙,10001264,小象超市-花侯路站-CS0022,0.9677419355,0.6428571429,1.3,1.25
20250916-20250917,NULL,10000155,小象超市-花都北站-GZ0066,NULL,NULL,NULL,NULL
20250916-20250917,NULL,300,小象超市-坑梓站-SZ0051,NULL,NULL,NULL,NULL
20250916-20250917,NULL,121,小象超市-马连道站-BJ0037,NULL,NULL,NULL,NULL
20250917,东莞,258,小象超市-豪园第一居站-DG0012,NULL,NULL,NULL,NULL
20250917,武汉,173,小象超市-银湖水榭-WH0030,NULL,NULL,NULL,NULL
20250916,广州,10000016,小象超市-金沙洲站-GZ0026,NULL,NULL,NULL,NULL
20250917,武汉,10000797,小象超市-唐家墩站（流标）-WH0125,NULL,NULL,NULL,NULL
20250916,深圳,288,小象超市-新生站-SZ0046,NULL,NULL,NULL,NULL
20250916,深圳,251,小象超市-公明站-SZ0028,NULL,NULL,NULL,NULL
20250916,深圳,283,小象超市-罗岗站-SZ0041,NULL,NULL,NULL,NULL
20250916,深圳,10000136,小象超市-茶光站-SZ0105,NULL,NULL,NULL,NULL
W38,武汉,173,小象超市-银湖水榭-WH0030,NULL,NULL,NULL,NULL
W38,东莞,10001425,小象超市-高埗科创站-DG0044,NULL,NULL,NULL,NULL
W38,上海,10000701,小象超市-蕰川路二站-SH0159,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10001313,小象超市-桃阳村站-CS0026,1.0188679245,1.0416666667,0.8888888889,1.25
20250917,天津,10001090,小象超市-星辰站-TJ0004,0.9310344828,0.9333333333,0.8,1.5
20250917,北京,10000587,小象超市-丽泽站-BJ0246,1.0526315789,1.0277777778,1.1428571429,1
20250917,深圳,287,小象超市-石岩站-SZ0045,1.0243902439,1,1.1,1.1666666667
20250917,苏州,10000738,小象超市-笠泽站-SUZ016,1,1.0833333333,1,1
20250917,武汉,10000431,小象超市-佳园路站-WH0085,1.25,1.4666666667,1.125,0.6666666667
20250917,深圳,10000714,小象超市-东门站-SZ0242,1.0465116279,0.875,1.4,1.1666666667
20250917,东莞,10000970,小象超市-厚街宝屯站-DG0019,0.8863636364,1,0.7142857143,0.6666666667
20250917,上海,10000865,小象超市-民星路站-SH0196,0.6666666667,0.6666666667,0.6,1
202509,杭州,10001103,小象超市-临水站-HZ0048,1,0.8888888889,1.375,1
202509,苏州,10000986,小象超市-桃源站-WX0009,0.9642857143,0.7142857143,1.1111111111,1.6666666667
20250916-20250917,NULL,10000224,小象超市-民族大道站-WH0049,1.2333333333,1.375,1,1.3333333333
20250916-20250917,NULL,10000594,小象超市-殷高西路站-SH0143,0.9473684211,0.9,1,1
20250916-20250917,NULL,10001147,小象超市-合正站-SZ0277,1.2592592593,1.2857142857,1.4285714286,1
20250916-20250917,NULL,10001296,小象超市-石岐博爱站-ZS0002,1.21875,1.04,1.6,1.0833333333
20250916-20250917,NULL,10001034,小象超市-富都站-CZ0009,0.8888888889,1.0555555556,0.6666666667,1
20250916-20250917,NULL,10001136,小象超市-龙吉湾站-CS0008,1.0975609756,1.2222222222,0.9285714286,1.1666666667
20250916-20250917,NULL,10000901,小象超市-丁兰站-HZ0008,1.0865384615,1.2692307692,0.8928571429,1
20250916-20250917,NULL,10001232,小象超市-旭景站-BJ0328,1.1764705882,1.075,1.1666666667,0.6666666667
20250916-20250917,NULL,10001100,小象超市-永丰站-SZ0271,1.0483870968,0.9411764706,1.3571428571,1.5
20250916,佛山,10000317,小象超市-南桂站-FS0008,1.075,0.8421052632,1.1666666667,1.3333333333
W38,北京,10000021,小象超市-运河西站-BJ0108,NULL,NULL,NULL,NULL
202509,武汉,10000389,小象超市-虎泉站-WH0082,NULL,NULL,NULL,NULL
202509,北京,248,小象超市-大井站-BJ0071,NULL,NULL,NULL,NULL
202509,深圳,10000124,小象超市-景田站-SZ0101,NULL,NULL,NULL,NULL
202509,北京,10000067,小象超市-东沙站-BJ0123,NULL,NULL,NULL,NULL
202509,上海,10000934,小象超市-环龙路站-SH0212,NULL,NULL,NULL,NULL
202509,北京,125,小象超市-双桥站-BJ0040,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000083,小象超市-田林东路站-SH0064,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10001302,小象超市-建邺梧桐站-NJ0039,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000145,小象超市-广渠门站-BJ0135,NULL,NULL,NULL,NULL
20250916,杭州,10000949,小象超市-祥园站-HZ0018,1.0857142857,1.1176470588,0.9166666667,1
20250916,广州,10000545,小象超市-沥滘站-GZ0118,0.8571428571,0.8571428571,0.75,1
20250916,深圳,10000713,小象超市-景芬站-SZ0241,1.0681818182,1.1666666667,0.8181818182,0.8333333333
20250916,北京,10000189,小象超市-葡山站-BJ0144,0.8666666667,0.875,1,0.3333333333
20250916,上海,10000551,小象超市-真北路站-SH0139,0.8571428571,0.7272727273,1,0.6666666667
20250916,宁波,10001277,小象超市-御湖站-NB0012,1.0454545455,1.3,0.875,1
20250916,深圳,10000165,小象超市-塘尾站-SZ0109,1.1034482759,1.0625,1,1.25
20250916,上海,10000549,小象超市-凯旋北路站-SH0137,1.1428571429,1.2727272727,0.8333333333,1.5
20250916,上海,10000918,小象超市-龙吴路站-SH0210,0.8695652174,0.75,1.1666666667,1.3333333333
20250916,武汉,10000715,小象超市-径河站-WH0116,NULL,NULL,NULL,NULL
W38,北京,10000278,小象超市-万丰路站-BJ0169,1.1388888889,1.1,1.2,1.3333333333
W38,广州,10000357,小象超市-鹤洞站-GZ0094,1.0322580645,0.9333333333,1,1.5
W38,深圳,10000432,小象超市-清龙站-SZ0153,0.8709677419,0.7058823529,1.1428571429,1
W38,北京,10000859,小象超市-大望站-BJ0287,1.25,1.4117647059,1.1428571429,0.5
W38,天津,10001130,小象超市-百舸站-TJ0010,0.8235294118,0.6470588235,1,1
W38,北京,10000176,小象超市-果园南站-BJ0142,0.9677419355,1.25,0.6363636364,0.5
W38,深圳,10001276,小象超市-远香站-SZ0286,0.9487179487,0.8095238095,1,1.2
W38,广州,10000356,小象超市-太和站-GZ0093,0.9761904762,0.9523809524,1.0909090909,0.8571428571
W38,上海,10000773,小象超市-新南路站-SH0179,1,0.9,1,1.5
20250917,深圳,325,小象超市-坂田站-SZ0056,NULL,NULL,NULL,NULL
20250917,廊坊,10000149,小象超市-燕郊北站-LF0003,NULL,NULL,NULL,NULL
20250917,北京,130,小象超市-马连洼站-BJ0043,NULL,NULL,NULL,NULL
